Date,Time,PA_of_Inning,Pitch_of_PA,Pitcher,Pitcher_ID,Pitcher_Handedness,Pitcher_Team,Batter,Batter_ID,Batter_Handedness,Batter_Team,Pitch_Set,Top/Bottom,Pitch_Type,Pitch_Call,Pitch_Speed,Pitch_Launch_V,Pitch_Launch_H,Pitch_Spin,Pitch_Spin_Axis,Pitch_Spin_Tilt,Pitch_Release_Height,Pitch_Release_Side,Pitch_Extension,Pitch_Break_V,Pitch_Break_Ind_V,Pitch_Break_H,Pitch_Strike_Zone_Height,Pitch_Strike_Zone_Offset,Pitch_Zone_Speed,Pitch_Approach_V,Pitch_Approach_H,Pitch_Time,Hit_Ball_Speed,Hit_Ball_Launch_V,Hit_Ball_Launch_H,Hit_Carry_Distance,Hit_Ball_Flight_Time,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax,ay,az,Home_Team,Away_Team,GUID,px,pz,hit,gameID
2019-03-23,15:45:30,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Ben Skinner,{0AFF813F-1EC1-4149-923C-E3F19B222703},R,Harvard,,Top,Four Seam Fastball,,87.76899999999999,-4.433,-2.6039999999999996,2074.0,240.19400000000002,2:0,7.44,1.644,4.407,-25.513,13.369000000000002,23.338,1.071,1.103,79.78399999999999,-8.949,1.7069999999999999,0.449,,,,,,-19.585,13.524000000000001,-1.481,50.0,6.691,6.726,-126.531,-11.175999999999998,-31.439,28.180999999999997,-10.475,Penn,Harvard,{1632BAA3-1713-4A3E-BABE-C4B26C5E8DD4},-1.317,1.353,0,0
2019-03-23,15:45:51,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Ben Skinner,{0AFF813F-1EC1-4149-923C-E3F19B222703},R,Harvard,,Top,Four Seam Fastball,,91.381,-3.466,-0.7040000000000001,2075.0,171.43599999999998,11:45:00,7.268,0.822,2.348,-5.896,32.375,-4.875,3.34,-0.282,82.863,-4.611000000000001,-1.551,0.445,,,,,,1.496,3.943,-0.585,50.0,6.974,0.893,-132.355,-7.47,2.648,28.714000000000002,-25.203000000000003,Penn,Harvard,{6584BDCA-F5C7-456E-A7D2-6D4BEDD63BC6},-0.049,2.265,0,0
2019-03-23,15:46:10,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Ben Skinner,{0AFF813F-1EC1-4149-923C-E3F19B222703},R,Harvard,,Top,Changeup,,81.876,-0.406,-3.0389999999999997,2017.0,286.868,03:30:00,6.347,1.842,4.348,-52.493,-7.106,23.436,1.584,0.89,73.415,-9.847999999999999,1.306,0.485,,,,,,-21.410999999999998,5.2139999999999995,-1.718,50.0,6.426,7.849,-117.726,-5.275,-29.564,25.706,-24.985,Penn,Harvard,{B016F82E-D35A-4457-814D-3D273B9A8581},-1.091,1.796,0,0
2019-03-23,15:46:35,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Ben Skinner,{0AFF813F-1EC1-4149-923C-E3F19B222703},R,Harvard,,Top,Four Seam Fastball,,87.59899999999999,-6.069,-3.825,1991.0,230.02200000000002,01:45:00,7.796,1.415,4.671,-5.7139999999999995,33.731,40.23,1.522,1.129,78.743,-7.234,3.38,0.452,,,,,,-24.469,22.283,-1.178,50.0,7.127,7.706,-126.046,-14.145999999999999,-38.342,31.828000000000003,2.73,Penn,Harvard,{347FCE13-D684-41EC-92C9-504A171465A7},-1.211,1.605,0,0
2019-03-23,15:47:17,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Quinn Hoffman,{85C9A466-5C0F-40EB-8070-4B6636A0EAD5},R,Harvard,,Top,Four Seam Fastball,,87.676,-4.83,-3.089,2183.0,213.792,01:15:00,7.71,1.582,4.607,-13.974,25.162,16.839000000000002,1.936,0.046,79.045,-7.374,-0.003,0.45,105.189,45.638000000000005,12.365,342.853,6.718,-19.291,21.78,-1.424,50.0,6.797,8.861,-126.87299999999999,-11.568,-30.276999999999997,34.911,1.999,Penn,Harvard,{DFDA09FE-410E-41CB-BFDF-F3A25A3AFB1F},-0.321,2.27,1,0
2019-03-23,15:49:53,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,92.052,-0.326,-2.9589999999999996,2224.0,277.358,03:15:00,5.944,1.426,4.759,-38.654,-3.1439999999999997,24.346,2.414,0.647,82.62200000000001,-7.247000000000001,1.6340000000000001,0.429,,,,,,-22.509,2.997,-1.277,50.0,6.027,8.633,-132.611,-4.166,-39.162,34.429,-26.971,Penn,Harvard,{364079EE-FA42-4A2C-9BFB-2F461B78FD81},-0.86,2.415,0,0
2019-03-23,15:50:16,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,91.803,-3.0469999999999997,-3.4339999999999997,2366.0,247.726,02:15:00,7.005,1.619,4.922,-27.85,7.603,18.561,1.795,-0.084,82.765,-8.05,0.07,0.428,,,,,,-18.266,7.707000000000001,-1.29,50.0,6.709,8.894,-132.001,-8.775,-31.474,34.231,-18.905,Penn,Harvard,{2FE1328D-65B5-493E-9D59-FD5A544FA638},-0.206,1.889,0,0
2019-03-23,15:50:42,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,94.435,-3.653,-3.6310000000000002,,,,6.478,1.32,4.518,,,,,,,,,,,,,,,-21.668000000000003,5.591,-1.015,50.0,6.088,7.79,-136.062,-11.59,-40.205,32.69,-21.811999999999998,Penn,Harvard,{BD6CDDFA-66DA-45E3-9ADA-6B3B738D00AB},-0.912,0.23,0,0
2019-03-23,15:50:58,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Changeup,,85.35799999999999,-1.04,-4.282,,,,5.684,1.404,5.053,,,,,,,,,,,,,,,-23.678,-4.829,-1.108,50.0,5.602,9.292,-122.383,-5.821000000000001,-35.532,26.529,-39.431999999999995,Penn,Harvard,{0026F573-4FCA-4AEE-932B-020488575516},-0.315,-0.225,0,0
2019-03-23,15:51:36,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,92.473,-0.586,-4.415,2367.0,252.976,02:30:00,6.567,1.644,4.447,-28.461,7.061,23.063000000000002,3.635,-0.652,82.993,-5.6610000000000005,-0.145,0.429,,,,,,-17.479,4.997,-1.343,50.0,6.387,10.821,-132.681,-2.5610000000000004,-30.6,33.139,-23.438000000000002,Penn,Harvard,{B5E0F439-408B-4178-9D4F-0A756ECCD18B},0.556,3.668,0,0
2019-03-23,15:52:14,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,91.429,-0.9690000000000001,-5.294,2377.0,261.33099999999996,02:45:00,6.434,1.658,4.774,-33.366,3.113,20.416,2.731,-1.673,81.565,-6.96,-1.45,0.435,,,,,,-23.915,2.8680000000000003,-1.224,50.0,6.336,14.347000000000001,-130.707,-3.9160000000000004,-40.391,33.635,-27.340999999999998,Penn,Harvard,{AE6CC3FA-4A67-4C4B-B6F0-500D67B5BF71},1.298,2.709,0,0
2019-03-23,15:52:38,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Curveball,,79.042,-0.9740000000000001,-4.087,1456.0,282.26599999999996,03:30:00,6.689,1.937,4.385,-53.328,-3.989,18.349,1.312,-0.443,70.433,-10.523,-0.5,0.505,,,,,,-15.890999999999998,-4.246,-1.479,50.0,6.547,8.424,-113.22200000000001,-3.3689999999999998,-20.124000000000002,25.375999999999998,-37.562,Penn,Harvard,{BB2E8DE5-5995-4FFB-8835-AF79E78BE8CC},0.273,1.187,0,0
2019-03-23,15:53:14,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,92.234,-4.079,-4.325,1113.0,226.771,01:30:00,6.681,1.311,4.798,-17.919,17.465999999999998,18.581,1.305,-1.245,83.085,-7.301,-0.892,0.428,,,,,,-22.285,14.860999999999999,-1.048,50.0,6.254,12.567,-132.80100000000002,-11.165999999999999,-38.889,34.485,-6.251,Penn,Harvard,{A1A0830A-2F45-4E1F-9381-DA731AB09107},0.908,1.49,0,0
2019-03-23,15:53:32,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Curveball,,79.87100000000001,0.47200000000000003,-1.469,,259.931,02:45:00,6.701,1.334,4.478,-46.857,1.3330000000000002,7.507000000000001,3.246,0.559,70.695,-8.051,0.157,0.5,,,,,,-12.07,-5.723,-1.304,50.0,6.673,4.7219999999999995,-114.80799999999999,0.537,-15.609000000000002,27.401999999999997,-39.586,Penn,Harvard,{1169B683-62C2-4569-85A3-B5095B26DEA8},-0.753,2.957,0,0
2019-03-23,15:53:47,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,93.15,-3.9339999999999997,-3.576,,228.488,01:30:00,6.29,1.156,4.696,-20.07,14.44,16.315,0.87,-0.884,84.34100000000001,-7.535,-0.537,0.423,,,,,,-22.268,14.534,-0.945,50.0,5.996,11.710999999999999,-134.071,-12.026,-40.041,32.258,-6.051,Penn,Harvard,{27AE6D42-C69C-4487-9F6B-3FCCF831D471},0.615,0.993,0,0
2019-03-23,15:54:04,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,91.912,-4.345,-3.387,,239.514,2:0,6.63,1.382,4.706,-18.865,16.719,28.4,0.919,0.53,82.999,-7.678999999999999,1.807,0.429,,,,,,-21.951,11.86,-1.105,50.0,6.06,8.373,-132.72799999999998,-10.963,-38.516999999999996,32.753,-11.375,Penn,Harvard,{34941A1C-6422-452F-8D7E-6960EF939780},-0.731,1.007,0,0
2019-03-23,15:54:25,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,93.13799999999999,-2.249,-5.074,2455.0,233.31,01:45:00,6.223,1.491,5.036,-15.436,18.7,25.096999999999998,2.806,-1.216,83.919,-5.0280000000000005,-0.48200000000000004,0.42,,,,,,-22.253,10.705,-1.012,50.0,5.947,12.455,-133.92,-5.832999999999999,-39.643,34.064,-13.116,Penn,Harvard,{DD1B89A0-E239-4BD9-B98F-7082EE88D9A4},0.855,2.77,0,0
2019-03-23,15:54:58,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,91.236,-4.755,-4.147,,213.271,1:0,6.87,1.402,4.415,-6.269,29.589000000000002,19.414,1.789,-0.944,82.961,-6.031000000000001,-0.703,0.431,,,,,,-24.500999999999998,15.649000000000001,-1.175,50.0,6.103,12.867,-131.569,-9.962,-42.257,32.104,-5.195,Penn,Harvard,{16781F25-3733-4BF5-9889-C8D4E53AA53C},0.638,1.852,0,0
2019-03-23,15:55:18,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Slider,,79.382,-1.699,-2.492,2234.0,283.988,03:30:00,6.595,1.585,4.362,-51.833999999999996,-3.5010000000000003,14.052999999999999,0.651,0.375,71.282,-10.985,0.33399999999999996,0.5,,,,,,-14.615,-5.296,-1.473,50.0,6.237,6.4479999999999995,-113.671,-3.8930000000000002,-19.008,22.004,-39.071999999999996,Penn,Harvard,{27130C37-76B7-4567-AF31-450C6788ED84},-0.49,0.599,0,0
2019-03-23,15:55:39,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Slider,,79.41199999999999,-1.69,-3.266,1140.0,264.822,02:45:00,6.539,1.538,4.138,-46.543,1.505,16.608,1.037,-0.213,71.67,-10.0,-0.034,0.499,,,,,,-16.58,-3.1180000000000003,-1.322,50.0,6.19,7.959,-114.27799999999999,-3.7560000000000002,-22.01,20.305,-36.324,Penn,Harvard,{0BF81C6E-56DC-4221-BC5E-6334B90A6F8B},0.045,0.971,0,0
2019-03-23,15:56:01,0,0,Buddy Hayward,{F23F396A-732E-4C36-97DC-76F2B9DDDF85},R,Harvard,Tommy Courtney,{2535D655-DD59-4B12-84A1-4E22CFEC719B},L,Penn,,Bottom,Four Seam Fastball,,92.97200000000001,0.095,-5.265,2464.0,307.2,04:15:00,5.985,1.55,4.861,-63.358000000000004,-29.005,38.213,0.795,-0.262,84.51700000000001,-11.159,1.83,0.42200000000000004,,,,,,-25.098000000000003,-7.68,-1.04,50.0,5.907,11.66,-133.168,-4.025,-45.303999999999995,27.2,-46.049,Penn,Harvard,{07B62854-EB0E-4D07-96B6-647706E3346D},0.123,1.063,0,0
2019-03-23,15:58:22,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Jake Suddleson,{D1842B7B-15C1-4376-9C5C-4095DC8F9AC0},R,Harvard,,Top,Four Seam Fastball,,86.725,-3.117,-4.247,2029.0,233.747,01:45:00,6.952,1.533,4.593,-26.355999999999998,13.503,18.413,1.78,-0.979,78.267,-7.855,-0.804,0.45399999999999996,,,,,,-17.887999999999998,7.7170000000000005,-1.209,50.0,6.616,10.386,-124.637,-7.885,-27.96,26.531,-20.122,Penn,Harvard,{B7E0E42B-1AFF-4CF6-885D-2104D6F495E9},0.701,1.733,0,0
2019-03-23,15:58:43,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Jake Suddleson,{D1842B7B-15C1-4376-9C5C-4095DC8F9AC0},R,Harvard,,Top,Slider,,83.538,-1.062,-4.559,2213.0,248.108,02:15:00,6.761,2.034,4.318,-37.969,6.091,15.159,2.578,-1.069,74.498,-7.888,-1.64,0.478,,,,,,-16.099,6.257000000000001,-1.646,50.0,6.817,10.792,-119.681,-5.2589999999999995,-23.061,25.761999999999997,-23.221999999999998,Penn,Harvard,{8A7FF678-69DB-47FD-9718-A8EF23D3D13F},0.858,2.478,0,0
2019-03-23,15:59:05,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Jake Suddleson,{D1842B7B-15C1-4376-9C5C-4095DC8F9AC0},R,Harvard,,Top,Four Seam Fastball,,83.875,-3.679,-7.0089999999999995,1122.0,262.597,02:45:00,7.264,2.076,4.615,-39.413000000000004,4.277,32.916,0.451,-1.877,75.134,-10.661,-0.935,0.47600000000000003,,,,,,-20.592,5.9639999999999995,-1.385,50.0,6.846,13.75,-119.9,-9.852,-29.294,28.096,-23.701,Penn,Harvard,{10FD6DE2-3963-440C-B8DA-C7C7D14BBD13},1.815,0.488,0,0
2019-03-23,15:59:23,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Jake Suddleson,{D1842B7B-15C1-4376-9C5C-4095DC8F9AC0},R,Harvard,,Top,Changeup,,80.518,-0.24100000000000002,-4.785,1982.0,264.164,02:45:00,6.686,2.01,4.417,-43.713,3.013,29.476,2.813,-0.11,72.046,-8.058,0.703,0.49200000000000005,103.838,27.362,-15.729000000000001,338.344,4.348,-22.855999999999998,4.462,-1.616,50.0,6.674,10.335,-116.20100000000001,-3.032,-30.816999999999997,24.596999999999998,-26.169,Penn,Harvard,{891AF75C-028B-4417-BD0E-8C6519F97EB4},-0.047,2.83,1,0
2019-03-23,15:59:59,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Jake Suddleson,{D1842B7B-15C1-4376-9C5C-4095DC8F9AC0},R,Harvard,,Top,Four Seam Fastball,,87.56,-0.741,-5.4479999999999995,1936.0,281.795,03:30:00,6.94,1.274,4.613,-43.755,-3.889,18.625,2.586,-2.368,78.238,-8.582,-1.868,0.45399999999999996,,,,,,-20.328,-0.754,-0.841,50.0,6.737,13.822000000000001,-124.986,-3.128,-31.654,28.851999999999997,-33.359,Penn,Harvard,{7FD50D9B-E319-4AC6-B387-C387FD72A726},2.163,2.686,0,0
2019-03-23,16:00:15,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Jake Suddleson,{D1842B7B-15C1-4376-9C5C-4095DC8F9AC0},R,Harvard,,Top,Slider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penn,Harvard,{8BC83332-4593-484D-A889-B3E288BE6DFC},,,0,0
2019-03-23,16:00:37,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Bigge,{7AED2B0E-970C-4B15-8F73-D39734294693},R,Harvard,,Top,Four Seam Fastball,,88.75200000000001,-5.236000000000001,-3.3810000000000002,2061.0,215.61599999999999,01:15:00,7.352,1.714,3.456,-14.255,25.031,17.930999999999997,1.058,-0.078,80.685,-7.763999999999999,-0.16699999999999998,0.451,,,,,,-23.906,11.806,-1.378,50.0,6.539,9.853,-127.633,-11.363,-39.359,26.739,-12.748,Penn,Harvard,{13656C29-35CD-4752-9572-5371F84594B3},-0.569,1.021,0,0
2019-03-23,16:01:04,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Bigge,{7AED2B0E-970C-4B15-8F73-D39734294693},R,Harvard,,Top,Slider,,78.03,1.605,-4.388999999999999,,335.926,05:15:00,7.061,1.498,3.979,-80.363,-28.208000000000002,12.603,1.913,-1.682,69.118,-12.654000000000002,-1.7369999999999999,0.52,,,,,,-13.706,-11.283,-1.085,50.0,7.166,9.54,-110.876,-0.635,-16.711,23.621,-45.942,Penn,Harvard,{E2D88D30-0F26-4E11-B291-BF9F06AB2411},1.537,1.996,0,0
2019-03-23,16:01:26,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Bigge,{7AED2B0E-970C-4B15-8F73-D39734294693},R,Harvard,,Top,Four Seam Fastball,,85.985,-4.369,-4.604,2009.0,210.87900000000002,1:0,7.379,1.602,4.63,-2.5140000000000002,38.306999999999995,22.906999999999996,2.996,-0.874,76.98,-4.888999999999999,-0.498,0.46,,,,,,-12.08,20.638,-1.138,50.0,6.924,8.706,-123.095,-9.392000000000001,-18.44,25.603,-0.682,Penn,Harvard,{C761CFE7-E94B-45CD-B81E-8495CCB64437},0.884,2.993,0,0
2019-03-23,16:02:02,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Chad Minato,{01ECE802-6662-4D74-9C35-0DCE2F85D15B},R,Harvard,,Top,Four Seam Fastball,,85.713,-3.15,-2.6889999999999996,2037.0,242.954,2:0,7.078,1.25,4.305,-29.35,12.193,23.883000000000003,1.613,0.667,76.982,-8.37,1.733,0.46399999999999997,,,,,,-20.462,7.7410000000000005,-1.023,50.0,6.636,6.731,-123.132,-7.885,-30.741999999999997,29.322,-20.554000000000002,Penn,Harvard,{8FC43E22-2AC7-4ECE-BCC3-85D13E9528DE},-0.878,1.592,0,0
2019-03-23,16:02:34,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Chad Minato,{01ECE802-6662-4D74-9C35-0DCE2F85D15B},R,Harvard,,Top,Slider,,81.407,-0.508,-4.4,2290.0,255.435,02:30:00,6.844,1.92,4.406,-42.903,3.793,14.6,2.783,-1.07,72.145,-8.318999999999999,-1.751,0.49200000000000005,,,,,,-12.627,-2.2640000000000002,-1.463,50.0,6.734,9.073,-116.705,-1.739,-16.878,28.266,-35.211,Penn,Harvard,{36B8122B-78C0-46EF-8836-30CD0ABE8284},0.895,2.566,0,0
2019-03-23,16:02:58,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Chad Minato,{01ECE802-6662-4D74-9C35-0DCE2F85D15B},R,Harvard,,Top,Slider,,81.652,-1.264,-5.004,2312.0,255.85,02:30:00,6.775,1.752,4.535,-41.213,5.069,20.105,2.133,-1.348,72.432,-8.673,-1.175,0.49,,,,,,-18.472,1.1,-1.308,50.0,6.64,11.058,-116.90799999999999,-3.8819999999999997,-24.879,27.546999999999997,-30.703000000000003,Penn,Harvard,{BA5AD7D3-B010-4A15-9C97-5D864A2C1971},1.149,1.991,0,0
2019-03-23,16:03:25,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Chad Minato,{01ECE802-6662-4D74-9C35-0DCE2F85D15B},R,Harvard,,Top,Curveball,,77.263,-1.253,-3.281,1149.0,276.01,03:15:00,7.13,1.285,4.063,-53.36600000000001,-1.901,18.055999999999997,1.477,-0.364,69.337,-10.811,0.11800000000000001,0.516,,,,,,-11.909,-5.099,-0.959,50.0,6.852,6.145,-111.005,-3.1719999999999997,-14.684000000000001,22.055999999999997,-38.473,Penn,Harvard,{76C6433B-34FE-45FE-8830-C87AC7001894},0.315,1.353,0,0
2019-03-23,16:03:57,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Matt Thomas,{41F9FDB7-DB09-4943-AD8F-F9AC11D35A5B},R,Harvard,,Top,Four Seam Fastball,,86.17299999999999,-2.9989999999999997,-5.537999999999999,2093.0,262.198,02:45:00,7.154,1.632,4.503,-33.095,6.934,50.606,1.524,0.557,78.366,-8.833,3.537,0.455,,,,,,-24.631,4.774,-1.054,50.0,6.768,9.142000000000001,-124.02,-7.763,-38.539,23.73,-24.715,Penn,Harvard,{C6C84D36-6650-4B19-ABA0-EFB63E3587F2},-0.529,1.55,0,0
2019-03-23,16:04:16,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Matt Thomas,{41F9FDB7-DB09-4943-AD8F-F9AC11D35A5B},R,Harvard,,Top,Four Seam Fastball,,85.49600000000001,-0.88,-3.926,1998.0,257.915,02:30:00,6.675,1.608,4.624,-36.336999999999996,5.7620000000000005,26.913,2.808,0.113,75.736,-7.396,1.094,0.467,92.084,27.381,-31.087,314.54,3.687,-26.93,4.86,-1.288,50.0,6.604,9.975,-122.355,-3.943,-39.721,30.22,-25.017,Penn,Harvard,{2EE3FFEF-D8BD-444A-B01A-21BA0F2D485E},-0.594,2.76,1,0
2019-03-23,16:05:09,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Baldwin,{8DDC3E18-1C14-417F-97B7-54DB1017762A},R,Harvard,,Top,Slider,,79.208,-0.88,-2.8569999999999998,1083.0,322.118,04:45:00,7.423,1.381,4.117,-63.037,-13.615,10.592,1.325,-0.479,70.898,-12.115,-0.601,0.506,,,,,,-14.252,-6.825,-1.132,50.0,7.248,7.095,-113.068,-4.037,-18.473,20.371,-41.032,Penn,Harvard,{C16973A1-F2C6-47BA-90A3-3FE1104557A9},0.194,1.327,0,0
2019-03-23,16:05:50,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Baldwin,{8DDC3E18-1C14-417F-97B7-54DB1017762A},R,Harvard,,Top,Changeup,,77.119,-3.772,-4.386,1973.0,241.96200000000002,2:0,6.949,1.632,4.048,-31.425,18.657,35.033,0.691,0.33,70.36399999999999,-9.326,1.98,0.509,,,,,,-26.885,15.958,-1.368,50.0,6.513,9.609,-111.61200000000001,-9.853,-33.949,19.887,-12.034,Penn,Harvard,{A4FAF325-30EB-4DD0-9EB3-72E784F90062},-0.502,0.806,0,0
2019-03-23,16:06:11,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Baldwin,{8DDC3E18-1C14-417F-97B7-54DB1017762A},R,Harvard,,Top,Four Seam Fastball,,85.916,-3.11,-4.085,2036.0,260.14599999999996,02:45:00,6.783,1.328,4.17,-33.481,6.792999999999999,39.111,1.002,0.665,78.577,-8.972000000000001,3.028,0.457,,,,,,-24.765,10.922,-0.99,50.0,6.492,8.406,-125.12200000000001,-10.13,-38.885,27.493000000000002,-15.035,Penn,Harvard,{B4C95AC6-F8F6-47DD-8AEE-2B799A38FF16},-0.785,1.133,0,0
2019-03-23,16:06:41,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Baldwin,{8DDC3E18-1C14-417F-97B7-54DB1017762A},R,Harvard,,Top,Four Seam Fastball,,87.189,-1.847,-1.564,2038.0,250.84400000000002,02:15:00,6.534,1.356,4.51,-31.463,8.027999999999999,23.11,2.152,1.792,78.553,-7.468999999999999,2.7560000000000002,0.452,,,,,,-23.113000000000003,5.746,-1.472,50.0,6.267,6.074,-126.012,-5.354,-36.516999999999996,29.765,-23.108,Penn,Harvard,{7B160881-77F7-4026-BC34-E1507CE83A37},-2.006,2.205,0,0
2019-03-23,16:07:16,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Baldwin,{8DDC3E18-1C14-417F-97B7-54DB1017762A},R,Harvard,,Top,Slider,,79.93,-0.522,-1.5919999999999999,1297.0,296.345,4:0,7.028,1.191,4.367,-52.669,-4.794,9.68,2.141,0.477,71.389,-10.012,0.456,0.498,90.07,6.8420000000000005,-32.39,123.885,1.034,-11.413,-4.652,-1.058,50.0,6.867,4.27,-115.021,-2.32,-14.905,26.329,-38.260999999999996,Penn,Harvard,{70DBC227-AFB4-4B6C-B591-EC99A79CC760},-0.633,2.045,1,0
2019-03-23,16:08:04,0,0,Mitch Holcomb,{6A520CBC-2F65-400A-81AF-BD1F59F87EF3},R,Penn,Hunter Baldwin,{8DDC3E18-1C14-417F-97B7-54DB1017762A},R,Harvard,,Top,Slider,,78.962,0.105,-2.438,,322.572,04:45:00,6.803,1.115,4.225,-63.812,-15.319,11.724,1.586,-0.243,71.253,-11.305,0.019,0.501,,,,,,-12.353,-6.752000000000001,-0.901,50.0,6.762,5.864,-113.404,-2.399,-16.255,18.713,-41.068999999999996,Penn,Harvard,{9BC7762F-5E27-415F-8B81-D4C6421E422A},0.099,1.634,0,0
